DATE,CLIENT_ID,CLIENT_SIZE,INDUSTRY,STATE,PRODUCT,NUM_LICENSE,PRICE_PER_LICENSE,CSat
10/22/14,8111001,20-99,IT,CA,A,9,960,7
10/22/14,7014255,500+,FINANCE,CA,A,21,942,9
10/22/14,4111946,0-19,RETAIL,IN,A,3,980,3
10/22/14,6631097,100-499,FINANCE,IL,A,10,974,9
10/22/14,5311887,100-499,FINANCE,CA,C,8,594,7
10/22/14,8484362,0-19,RETAIL,FL,A,2,990,7
10/23/14,1766599,0-19,IT,NY,D,4,792,9
10/23/14,4617126,100-499,REAL ESTATE,IL,A,10,860,5
10/23/14,1919864,100-499,FINANCE,NJ,D,7,793.6,8
10/23/14,2380916,0-19,FINANCE,MN,A,1,994,9
10/23/14,6074804,100-499,FINANCE,VA,D,13,787.2,8
10/23/14,2066993,500+,REAL ESTATE,IN,A,12,910,6
10/23/14,8102287,0-19,IT,TX,A,1,960,5
10/23/14,3030746,0-19,IT,NY,A,2,990,6
10/23/14,6063662,0-19,IT,MA,D,2,784,8
10/23/14,7986186,0-19,IT,NC,A,3,980,3
10/23/14,9372145,100-499,RETAIL,NJ,A,7,950,7
10/23/14,3606602,0-19,IT,NY,A,4,1000,3
10/23/14,3267540,500+,IT,IL,D,22,664,8
10/23/14,7164194,0-19,IT,MA,A,2,970,5
10/23/14,4850748,100-499,FINANCE,TX,B,9,491,8
10/23/14,3366714,20-99,IT,NJ,A,3,970,8
10/23/14,8780979,0-19,IT,MN,A,2,960,
10/23/14,2646173,0-19,HEALTH CARE,MD,D,3,784,5
10/24/14,8318865,0-19,HEALTH CARE,MI,D,6,800,2
10/24/14,6927099,100-499,FINANCE,FL,D,8,790.4,7
10/24/14,4117179,500+,FINANCE,MD,D,11,780.8,9
10/24/14,7292642,100-499,RETAIL,GA,D,7,760,6
10/24/14,6940282,20-99,IT,TX,D,18,768,8
10/24/14,6858303,100-499,FINANCE,NJ,D,7,788.8,7
10/24/14,7211872,100-499,RETAIL,NY,B,12,470,7
10/24/14,7707770,0-19,IT,GA,A,1,980,8
10/24/14,8086590,500+,FINANCE,MA,D,29,758.4,10
10/24/14,8597319,500+,IT,CA,B,10,440,6
10/24/14,2172933,100-499,FINANCE,NJ,C,14,586.8,7
10/24/14,4210555,20-99,HEALTH CARE,NJ,A,9,910,7
10/24/14,2939476,0-19,RETAIL,NY,A,2,960,7
10/24/14,4404762,500+,REAL ESTATE,VA,A,29,770,7
10/24/14,1330854,20-99,FINANCE,NY,C,14,594,9
10/27/14,6846909,500+,FINANCE,CA,A,20,978,9
10/27/14,1935119,0-19,IT,MD,D,3,792,8
10/27/14,4695033,0-19,REAL ESTATE,NY,D,2,784,6
10/27/14,4044790,100-499,REAL ESTATE,TX,A,13,910,8
10/27/14,7688606,0-19,FINANCE,IL,D,8,793.6,5
10/27/14,2255345,0-19,FINANCE,GA,B,3,497,8
10/27/14,8131719,20-99,FINANCE,CA,B,8,492,6
10/27/14,7717087,0-19,IT,MI,A,1,970,
10/28/14,6263819,20-99,RETAIL,IL,D,4,784,5
10/28/14,3207834,20-99,RETAIL,MD,A,9,930,8
10/28/14,7579629,20-99,HEALTH CARE,IL,A,4,1000,5
10/28/14,3909378,0-19,IT,MN,D,4,792,7
10/28/14,3034684,0-19,IT,MN,B,2,490,3
10/28/14,2333991,0-19,REAL ESTATE,MN,D,6,768,7
10/28/14,8073049,0-19,IT,TX,A,1,990,4
10/28/14,7318850,100-499,REAL ESTATE,IL,C,11,534,
10/28/14,4745711,0-19,IT,CA,B,4,490,7
10/28/14,4211743,100-499,HEALTH CARE,MI,A,6,970,5
10/29/14,6049874,20-99,REAL ESTATE,PA,D,7,752,6
10/29/14,7360926,0-19,IT,TX,A,1,990,
10/29/14,2709559,500+,RETAIL,NY,A,24,830,6
10/29/14,4303373,0-19,IT,MA,B,3,500,4
10/29/14,3942986,500+,FINANCE,NY,D,20,768,8
10/29/14,2157024,500+,FINANCE,GA,D,13,788.8,8
10/29/14,3695922,0-19,RETAIL,CA,D,1,792,2
10/29/14,7666648,500+,REAL ESTATE,NY,A,28,750,6
10/29/14,8290765,0-19,IT,NC,A,1,990,6
10/29/14,3657540,0-19,RETAIL,MA,B,3,495,7
10/30/14,6923699,500+,REAL ESTATE,MA,B,23,440,6
10/30/14,7314722,100-499,IT,CO,D,12,688,6
10/30/14,7362516,0-19,FINANCE,CA,A,4,998,6
10/30/14,1751247,100-499,HEALTH CARE,GA,B,7,465,8
10/30/14,7914263,100-499,IT,VA,B,13,430,7
10/30/14,6945092,0-19,IT,GA,D,3,792,4
10/30/14,7426633,100-499,REAL ESTATE,CA,D,18,744,7
10/30/14,8248744,20-99,IT,TX,B,8,485,4
10/30/14,7153748,0-19,FINANCE,FL,A,2,998,9
10/30/14,3537786,100-499,FINANCE,IN,A,9,992,7
10/30/14,9191838,0-19,IT,MN,A,2,990,6
10/30/14,5659572,0-19,HEALTH CARE,MI,D,4,784,2
10/30/14,2382740,0-19,REAL ESTATE,NY,A,3,960,8
10/31/14,4213995,20-99,IT,GA,A,8,910,7
10/31/14,6284390,0-19,REAL ESTATE,IL,A,3,990,5
10/31/14,1740399,0-19,FINANCE,GA,C,1,596.4,6
10/31/14,9862778,0-19,IT,GA,A,3,960,1
10/31/14,2909592,0-19,REAL ESTATE,GA,D,1,768,3
10/31/14,3393256,0-19,FINANCE,TX,A,1,996,9
10/31/14,7033188,100-499,IT,MD,A,11,930,7
10/31/14,6263235,0-19,FINANCE,MI,D,2,800,4
10/31/14,5069896,100-499,HEALTH CARE,CA,A,12,910,7
10/31/14,3111449,100-499,IT,TX,D,12,720,8
10/31/14,6906163,20-99,FINANCE,TX,B,7,494,8
10/31/14,1147773,100-499,HEALTH CARE,MA,A,5,950,5
10/31/14,2511745,0-19,HEALTH CARE,PA,B,3,490,6
10/31/14,1027937,500+,FINANCE,NJ,A,19,974,8
10/31/14,7156007,100-499,RETAIL,CO,B,6,475,7
11/3/14,9432683,20-99,FINANCE,CA,B,8,497,6
11/3/14,4320143,0-19,REAL ESTATE,NJ,A,1,980,6
11/3/14,8766372,20-99,FINANCE,NC,A,6,992,6
11/3/14,2533621,20-99,RETAIL,CO,D,9,744,7
11/3/14,5118404,100-499,FINANCE,CA,C,8,591.6,8
11/3/14,5047742,0-19,FINANCE,MA,A,3,996,4
11/3/14,4198448,0-19,HEALTH CARE,CA,A,3,1000,5
11/3/14,1121811,100-499,HEALTH CARE,IL,A,14,920,7
11/3/14,2883751,100-499,FINANCE,CA,A,13,986,8
11/3/14,6815925,0-19,REAL ESTATE,MA,A,3,1000,8
11/3/14,5549011,0-19,FINANCE,MA,D,6,795.2,8
11/3/14,6643091,100-499,FINANCE,CA,A,7,984,9
11/3/14,2767259,100-499,IT,NY,A,6,920,8
11/3/14,5464491,100-499,IT,MN,A,9,930,7
11/3/14,7590689,100-499,HEALTH CARE,GA,D,5,768,8
11/3/14,9255967,100-499,RETAIL,NY,A,11,950,5
11/4/14,2351324,500+,IT,FL,D,10,696,
11/4/14,5226173,20-99,FINANCE,CA,A,7,986,
11/4/14,9601037,500+,HEALTH CARE,NC,D,26,752,7
11/4/14,7837994,20-99,REAL ESTATE,VA,D,5,760,6
11/4/14,7556459,0-19,FINANCE,VA,A,1,998,7
11/4/14,3696299,0-19,FINANCE,NY,A,4,1000,4
11/4/14,8039622,20-99,IT,NC,A,4,990,8
11/4/14,2058656,0-19,FINANCE,NJ,B,4,500,10
11/4/14,1372758,0-19,REAL ESTATE,GA,A,2,980,2
11/4/14,3762323,0-19,IT,CA,B,2,495,8
11/4/14,2499442,100-499,REAL ESTATE,CO,B,7,480,6
11/5/14,3382037,20-99,HEALTH CARE,CA,A,8,930,7
11/5/14,6528501,0-19,REAL ESTATE,CO,A,3,1000,5
11/5/14,3706001,0-19,HEALTH CARE,GA,A,3,990,6
11/5/14,1613796,0-19,IT,TX,A,3,990,1
11/5/14,3634104,500+,IT,MA,D,20,664,8
11/5/14,5299502,100-499,FINANCE,MI,B,10,491,8
11/5/14,4280024,100-499,RETAIL,IL,A,9,940,8
11/5/14,6236759,20-99,IT,TX,D,7,776,6
11/5/14,5452269,0-19,IT,TX,B,4,500,2
11/6/14,7758743,500+,HEALTH CARE,VA,A,26,840,7
11/6/14,5999005,0-19,IT,MA,A,2,960,7
11/6/14,4100349,20-99,HEALTH CARE,MN,A,4,980,6
11/6/14,2881175,0-19,IT,CA,A,3,990,
11/6/14,1202863,0-19,RETAIL,MN,A,2,980,6
11/6/14,4685195,500+,HEALTH CARE,IL,D,29,704,8
11/6/14,6533997,0-19,FINANCE,MA,B,3,497,10
11/6/14,4399497,0-19,FINANCE,NY,D,1,800,10
11/6/14,1521017,500+,RETAIL,NY,D,22,632,7
11/6/14,5476613,500+,FINANCE,IN,A,23,944,9
11/6/14,6633989,0-19,HEALTH CARE,CA,B,3,500,2
11/6/14,7740892,100-499,RETAIL,MD,A,5,950,5
11/6/14,7277591,0-19,FINANCE,TX,D,2,798.4,3
11/6/14,7044345,20-99,RETAIL,CA,D,8,728,4
11/6/14,2151249,20-99,FINANCE,NC,D,4,795.2,10
11/6/14,2058764,0-19,FINANCE,GA,A,2,996,9
11/7/14,8782126,0-19,HEALTH CARE,CA,B,4,480,6
11/7/14,4933130,100-499,REAL ESTATE,NY,B,5,460,7
11/7/14,2879638,20-99,REAL ESTATE,NY,D,4,800,8
11/7/14,7569057,0-19,IT,MD,B,2,495,6
11/7/14,7187469,100-499,IT,MA,B,7,475,8
11/7/14,9563622,0-19,IT,MI,C,6,600,6
11/7/14,3900110,100-499,RETAIL,TX,A,5,910,8
11/7/14,3515713,0-19,REAL ESTATE,TX,A,1,990,2
11/7/14,5085038,0-19,FINANCE,NY,A,2,994,5
11/7/14,3161888,20-99,RETAIL,CA,A,4,980,4
11/7/14,3437784,20-99,REAL ESTATE,NY,A,9,910,4
11/7/14,4357041,100-499,FINANCE,GA,A,12,980,8
11/7/14,7865371,0-19,IT,MA,A,2,1000,4
11/7/14,4461901,0-19,FINANCE,CO,A,1,996,9
11/7/14,8892903,0-19,IT,TX,A,2,980,6
11/7/14,3370446,100-499,REAL ESTATE,CA,A,10,870,6
11/10/14,9241631,100-499,IT,NJ,A,10,860,6
11/10/14,3257298,0-19,IT,NY,A,3,960,
11/10/14,7737858,20-99,FINANCE,PA,A,6,988,9
11/10/14,6079614,100-499,FINANCE,NJ,A,12,974,7
11/10/14,1591247,0-19,FINANCE,CA,D,2,798.4,9
11/10/14,3544582,0-19,IT,NC,A,2,1000,8
11/10/14,1417420,20-99,IT,GA,D,5,736,6
11/10/14,3084647,0-19,IT,TX,D,1,776,9
11/10/14,1069595,20-99,IT,VA,D,6,736,7
11/10/14,4841382,100-499,FINANCE,NY,A,10,974,8
11/10/14,5533852,500+,RETAIL,CA,A,12,890,7
11/10/14,1063203,0-19,RETAIL,MN,D,3,784,3
11/10/14,8869871,100-499,RETAIL,CA,A,7,920,6
11/10/14,4834229,0-19,FINANCE,TX,A,3,994,3
11/10/14,4759007,0-19,IT,MN,B,2,490,9
11/12/14,9460966,100-499,IT,GA,A,14,930,5
11/12/14,1066760,0-19,FINANCE,IL,A,2,992,7
11/12/14,9020822,0-19,HEALTH CARE,NC,A,1,990,3
11/12/14,1449459,0-19,IT,IL,D,3,776,8
11/12/14,9794159,100-499,HEALTH CARE,MD,B,7,470,5
11/12/14,7292642,100-499,RETAIL,GA,A,14,940,5
11/12/14,4588428,0-19,IT,IN,D,1,800,5
11/12/14,3706001,0-19,HEALTH CARE,GA,B,3,500,5
11/12/14,5849365,20-99,IT,CA,A,7,950,6
11/12/14,6538134,20-99,HEALTH CARE,GA,A,9,960,6
11/12/14,9845696,0-19,FINANCE,CA,A,3,996,
11/13/14,9390727,20-99,HEALTH CARE,NJ,A,4,960,5
11/13/14,2058404,100-499,IT,GA,A,6,930,6
11/13/14,5928797,0-19,HEALTH CARE,CA,B,2,490,4
11/13/14,3393784,20-99,REAL ESTATE,TX,A,3,990,4
11/13/14,2267507,0-19,RETAIL,MA,A,4,960,7
11/13/14,3659491,0-19,FINANCE,NY,A,4,1000,8
11/13/14,2574213,0-19,FINANCE,IL,A,4,992,8
11/13/14,3448205,0-19,IT,NY,B,2,480,5
11/13/14,4292925,500+,IT,NY,A,14,950,7
11/13/14,3939102,500+,RETAIL,MD,A,25,730,7
11/13/14,6927099,100-499,FINANCE,FL,A,11,986,7
11/13/14,6404746,0-19,REAL ESTATE,NJ,C,4,582,2
11/13/14,6143347,500+,RETAIL,MD,C,13,558,7
11/13/14,8025403,20-99,IT,IL,D,3,784,8
11/13/14,2309248,0-19,RETAIL,MA,A,3,980,8
11/13/14,4096596,0-19,IT,CA,C,1,588,7
11/13/14,4451293,20-99,IT,GA,C,4,576,4
11/13/14,5162490,500+,IT,CA,A,16,950,8
11/13/14,5133113,20-99,REAL ESTATE,CA,A,5,970,6
11/14/14,1204170,0-19,IT,CA,D,2,792,5
11/14/14,7747217,100-499,FINANCE,NY,A,9,984,9
11/14/14,7134270,100-499,FINANCE,CO,A,11,972,7
11/14/14,3759289,100-499,REAL ESTATE,MA,D,14,728,7
11/14/14,1643985,20-99,IT,CA,B,3,495,7
11/14/14,1793304,0-19,IT,NY,B,3,500,3
11/14/14,4776906,0-19,HEALTH CARE,CA,D,4,768,
11/14/14,2135611,0-19,FINANCE,NY,A,2,998,5
11/14/14,8632391,0-19,REAL ESTATE,NC,A,3,980,5
11/14/14,6495750,20-99,IT,VA,A,3,980,7
11/14/14,4923613,100-499,IT,NJ,A,10,900,
11/17/14,3040713,100-499,REAL ESTATE,NJ,D,7,728,7
11/17/14,7177153,0-19,HEALTH CARE,NY,A,1,960,7
11/17/14,6184796,100-499,REAL ESTATE,NC,A,10,900,7
11/17/14,6450927,0-19,RETAIL,MA,D,1,792,7
11/17/14,3773099,0-19,RETAIL,NJ,A,1,1000,7
11/17/14,1738787,0-19,RETAIL,CA,B,1,480,5
11/17/14,6315499,100-499,REAL ESTATE,NY,D,16,744,6
11/17/14,6789050,20-99,HEALTH CARE,MN,A,3,960,6
11/17/14,1832360,100-499,FINANCE,IL,B,7,496,8
11/17/14,9395901,0-19,REAL ESTATE,CO,C,1,588,6
11/17/14,3518181,0-19,IT,CA,B,1,500,2
11/17/14,3877144,0-19,HEALTH CARE,CA,A,2,990,2
11/17/14,2565465,0-19,FINANCE,GA,A,4,996,4
11/17/14,8185390,100-499,HEALTH CARE,NY,B,13,440,5
11/17/14,4041663,20-99,FINANCE,NY,C,5,596.4,9
11/18/14,8277666,0-19,FINANCE,NJ,A,3,992,4
11/18/14,7958040,0-19,IT,MA,A,3,980,2
11/18/14,4271488,100-499,IT,MA,B,7,485,8
11/18/14,7515464,100-499,FINANCE,PA,A,5,994,6
11/18/14,5897736,20-99,IT,MN,A,7,930,8
11/18/14,2244163,20-99,IT,CO,A,3,980,7
11/18/14,2097374,0-19,HEALTH CARE,MD,D,3,784,
11/18/14,5080620,0-19,IT,CA,D,4,792,2
11/18/14,1910854,0-19,FINANCE,IL,B,2,496,4
11/18/14,8378900,0-19,HEALTH CARE,TX,A,3,970,6
11/18/14,8796422,500+,IT,CA,A,17,870,8
11/18/14,2512960,20-99,IT,GA,D,9,760,5
11/19/14,4374657,100-499,FINANCE,CA,D,7,792,8
11/19/14,5828421,100-499,IT,NC,D,14,696,8
11/19/14,5825389,20-99,FINANCE,FL,D,4,798.4,6
11/19/14,2251485,0-19,IT,IL,A,4,1000,7
11/19/14,4056679,0-19,IT,NY,A,1,980,7
11/19/14,9198381,0-19,RETAIL,NJ,B,1,495,4
11/19/14,6204300,100-499,RETAIL,GA,A,8,960,8
11/19/14,2978716,0-19,IT,GA,D,2,768,3
11/19/14,6063662,0-19,IT,MA,B,2,495,7
11/19/14,1859978,0-19,FINANCE,CA,D,3,795.2,5
11/19/14,6315499,100-499,REAL ESTATE,NY,D,12,752,7
11/19/14,9011687,20-99,IT,IL,A,8,920,7
11/19/14,1555940,100-499,RETAIL,MA,B,11,430,5
11/20/14,4509224,0-19,FINANCE,IL,A,4,1000,5
11/20/14,3452017,0-19,IT,VA,D,3,768,4
11/20/14,8659437,20-99,IT,MD,B,4,485,8
11/20/14,9371979,500+,IT,IN,D,29,568,8
11/20/14,5123883,20-99,IT,CA,D,10,736,5
11/20/14,9080695,0-19,RETAIL,CA,A,2,1000,6
11/20/14,7128966,20-99,REAL ESTATE,IN,A,5,960,8
11/20/14,5784400,0-19,FINANCE,IN,A,3,996,8
11/20/14,4195979,20-99,IT,NJ,B,5,460,5
11/20/14,6477181,0-19,IT,CA,A,4,960,
11/20/14,5394723,0-19,RETAIL,MD,B,4,495,7
11/20/14,1061092,0-19,IT,IN,A,2,990,4
11/20/14,8933153,0-19,RETAIL,MD,B,1,500,2
11/20/14,2584909,0-19,IT,MA,A,4,1000,8
11/20/14,9084350,0-19,HEALTH CARE,GA,A,3,1000,8
11/20/14,6671544,20-99,IT,GA,D,12,744,7
11/20/14,7951144,500+,IT,NY,D,16,688,7
11/20/14,9292483,100-499,RETAIL,TX,A,13,860,7
11/21/14,2886049,20-99,IT,IL,A,6,920,8
11/21/14,3965877,100-499,FINANCE,VA,A,10,976,7
11/21/14,9815740,0-19,FINANCE,CA,A,2,994,6
11/21/14,1369854,500+,IT,IL,A,12,920,7
11/21/14,2422489,20-99,IT,IN,D,7,728,5
11/21/14,3393784,20-99,REAL ESTATE,TX,D,9,760,9
11/21/14,2963125,500+,HEALTH CARE,NY,D,21,680,8
11/21/14,8705141,20-99,HEALTH CARE,GA,D,8,752,5
11/21/14,6653975,100-499,RETAIL,GA,A,11,920,8
11/21/14,8478200,0-19,FINANCE,MN,A,1,994,8
11/21/14,2874877,0-19,FINANCE,NY,B,2,496,
11/21/14,6736106,100-499,REAL ESTATE,NY,D,9,736,7
11/24/14,5494647,0-19,IT,CA,D,2,776,5
11/24/14,6475495,500+,RETAIL,MI,D,28,576,7
11/24/14,7164194,0-19,IT,MA,D,2,784,7
11/24/14,7110546,0-19,RETAIL,PA,D,2,784,6
11/24/14,1044512,0-19,FINANCE,TX,D,4,793.6,7
11/24/14,2229234,0-19,IT,VA,C,1,594,8
11/24/14,2180243,0-19,HEALTH CARE,GA,B,4,500,8
11/24/14,4125643,0-19,IT,MA,B,1,500,6
11/24/14,6202667,20-99,FINANCE,NY,D,12,793.6,8
11/24/14,9708977,20-99,REAL ESTATE,GA,A,3,980,7
11/24/14,8470717,20-99,IT,NJ,A,3,990,4
11/24/14,7162446,0-19,FINANCE,NC,C,3,600,4
11/24/14,9415477,0-19,RETAIL,NY,D,1,800,2
11/24/14,6092788,0-19,IT,NJ,A,2,1000,3
11/24/14,6135892,0-19,FINANCE,NY,A,3,994,5
11/24/14,9077071,100-499,REAL ESTATE,NY,A,10,860,5
11/24/14,8138400,0-19,IT,FL,C,1,576,5
11/25/14,5509097,20-99,IT,TX,B,7,460,7
11/25/14,9992020,100-499,FINANCE,CA,D,14,777.6,7
11/25/14,7315358,100-499,IT,FL,B,14,460,8
11/25/14,1929982,0-19,IT,MI,D,3,768,8
11/25/14,7362516,0-19,FINANCE,CA,A,4,1000,3
11/25/14,1886932,20-99,REAL ESTATE,NJ,D,8,760,6
11/25/14,1392803,0-19,RETAIL,VA,A,4,990,6
11/25/14,2700507,100-499,IT,MA,A,10,860,6
11/25/14,5895911,20-99,HEALTH CARE,CO,A,5,910,5
11/25/14,6037972,0-19,FINANCE,CO,A,3,996,9
11/25/14,9442138,0-19,RETAIL,IL,A,2,980,2
11/25/14,1342567,100-499,REAL ESTATE,NY,A,8,930,7
11/25/14,3964885,100-499,HEALTH CARE,IL,A,10,890,5
11/26/14,7838959,500+,RETAIL,MD,A,18,870,8
11/26/14,8393560,20-99,RETAIL,NY,B,4,480,8
11/26/14,1244301,0-19,IT,MI,D,1,784,4
11/26/14,2536481,100-499,IT,MA,A,10,950,7
11/26/14,7717087,0-19,IT,MI,A,3,960,6
11/26/14,4420635,0-19,FINANCE,NY,B,1,499,4
11/26/14,2093968,0-19,HEALTH CARE,NY,A,4,970,4
11/26/14,4399187,100-499,IT,NY,D,6,752,6
11/26/14,2452958,500+,FINANCE,IL,D,34,787.2,9
11/26/14,5732584,100-499,HEALTH CARE,TX,D,11,752,5
11/26/14,8755710,20-99,REAL ESTATE,NY,B,6,460,5
11/26/14,8460835,20-99,RETAIL,NY,A,4,960,6
11/26/14,9897267,0-19,HEALTH CARE,NY,A,3,990,4
11/26/14,1034249,20-99,HEALTH CARE,GA,B,7,455,7
11/26/14,7117692,20-99,HEALTH CARE,MA,B,9,485,4
11/26/14,7673106,0-19,IT,TX,D,2,800,3
11/26/14,2123593,100-499,FINANCE,CA,A,6,988,9
11/26/14,9861803,20-99,FINANCE,TX,A,7,992,7
11/28/14,7182323,0-19,IT,MD,A,2,980,3
11/28/14,7766622,0-19,RETAIL,NY,B,2,490,8
11/28/14,1085334,20-99,FINANCE,IN,A,8,984,6
11/28/14,9916993,100-499,RETAIL,FL,A,6,920,6
11/28/14,4010369,500+,IT,MN,B,27,435,6
11/28/14,4719834,500+,HEALTH CARE,FL,B,28,390,6
11/28/14,4039363,0-19,IT,CA,D,2,768,5
11/28/14,6841073,100-499,FINANCE,CA,A,13,972,8
11/28/14,5102287,20-99,FINANCE,VA,A,9,988,6
11/28/14,4758881,0-19,IT,NC,B,4,480,4
11/28/14,5107533,0-19,FINANCE,CA,A,1,998,4
11/28/14,2026863,500+,IT,IN,A,26,870,7
11/28/14,1519937,0-19,HEALTH CARE,CA,D,4,776,8
11/28/14,6895068,0-19,IT,GA,D,2,792,2
11/28/14,9541571,500+,IT,NC,A,15,930,7
11/28/14,2691399,0-19,IT,CA,A,2,960,6
11/28/14,1062932,100-499,IT,GA,C,6,570,8
12/1/14,7222292,500+,IT,IN,D,23,680,8
12/1/14,1089867,500+,REAL ESTATE,MD,C,28,498,8
12/1/14,1966896,0-19,IT,TX,A,4,980,8
12/1/14,8810141,100-499,IT,MA,C,18,564,7
12/1/14,2163711,20-99,FINANCE,MD,D,5,792,
12/1/14,4580556,20-99,REAL ESTATE,NY,D,3,792,9
12/1/14,9012071,100-499,FINANCE,FL,C,26,589.2,8
12/2/14,7712310,500+,FINANCE,MI,A,12,972,10
12/2/14,9897267,0-19,HEALTH CARE,NY,D,1,800,5
12/2/14,8760478,500+,IT,NY,B,29,415,7
12/2/14,1045768,0-19,RETAIL,MN,A,2,960,2
12/2/14,2828631,100-499,REAL ESTATE,PA,A,5,950,6
12/2/14,3629550,100-499,IT,MA,D,8,768,9
12/2/14,3228911,0-19,RETAIL,IL,A,2,980,2
12/2/14,3201326,20-99,RETAIL,VA,D,6,744,4
12/2/14,4597784,100-499,HEALTH CARE,MI,A,11,880,8
12/3/14,9661724,0-19,HEALTH CARE,NJ,A,1,970,3
12/3/14,7928187,0-19,HEALTH CARE,NJ,B,4,485,8
12/3/14,9797137,100-499,REAL ESTATE,NJ,A,14,880,7
12/3/14,7166128,0-19,IT,CA,A,2,980,3
12/3/14,7629263,0-19,HEALTH CARE,CA,A,4,960,6
12/3/14,9424858,500+,FINANCE,NC,D,26,766.4,
12/3/14,4130756,20-99,IT,MA,A,3,990,5
12/3/14,7280482,0-19,IT,CA,A,1,960,6
12/3/14,2830966,500+,FINANCE,CA,D,23,756.8,9
12/3/14,3500900,0-19,FINANCE,TX,A,1,992,3
12/3/14,5445951,0-19,HEALTH CARE,MA,D,4,792,3
12/3/14,4468633,0-19,FINANCE,CO,A,2,998,9
12/3/14,4130756,20-99,IT,MA,A,8,910,5
12/3/14,1258258,100-499,REAL ESTATE,PA,A,9,920,7
12/4/14,7166128,0-19,IT,CA,A,4,970,6
12/4/14,6194132,100-499,REAL ESTATE,NC,D,16,768,7
12/4/14,3746028,0-19,REAL ESTATE,MD,D,8,776,8
12/4/14,9880132,0-19,RETAIL,PA,B,1,490,6
12/4/14,6760839,500+,HEALTH CARE,TX,D,30,728,9
12/4/14,6573645,0-19,IT,MD,A,1,960,4
12/4/14,3459175,0-19,IT,CA,D,4,784,6
12/4/14,5422257,100-499,HEALTH CARE,MA,A,6,910,8
12/4/14,1376297,20-99,FINANCE,VA,D,5,790.4,7
12/4/14,3743732,0-19,IT,TX,D,2,768,
12/4/14,5313774,20-99,REAL ESTATE,NY,A,7,970,8
12/4/14,5422257,100-499,HEALTH CARE,MA,D,7,728,6
12/4/14,3692073,100-499,REAL ESTATE,MI,A,8,920,8
12/4/14,9257811,100-499,FINANCE,CO,A,10,982,9
12/4/14,6429770,0-19,RETAIL,NC,C,4,600,6
12/4/14,8843764,100-499,FINANCE,NC,D,12,780.8,9
12/5/14,5458522,20-99,RETAIL,TX,A,7,930,5
12/5/14,7770079,20-99,IT,NY,A,5,960,6
12/5/14,1355059,100-499,FINANCE,MA,A,11,990,9
12/5/14,8350958,20-99,RETAIL,PA,A,6,960,7
12/5/14,4549709,20-99,REAL ESTATE,CO,C,6,576,6
12/5/14,3606122,0-19,REAL ESTATE,CA,D,1,800,5
12/5/14,5407738,20-99,IT,IN,A,8,970,7
12/5/14,8389894,100-499,RETAIL,NJ,D,14,712,6
12/5/14,8215474,100-499,FINANCE,CO,C,12,594,8
12/5/14,1336451,0-19,FINANCE,NY,A,1,996,7
12/5/14,9724273,20-99,IT,TX,B,7,480,9
12/5/14,8026529,0-19,HEALTH CARE,CA,A,3,980,
12/5/14,8377747,0-19,IT,IN,D,4,776,7
12/5/14,5008091,0-19,IT,CA,D,3,792,9
12/5/14,6320152,20-99,HEALTH CARE,FL,D,9,752,5
12/8/14,7052692,0-19,IT,NJ,A,2,1000,6
12/8/14,4461576,0-19,IT,CA,A,2,960,5
12/8/14,8290084,0-19,IT,GA,B,4,500,7
12/8/14,8880391,0-19,RETAIL,NJ,A,1,1000,2
12/8/14,7925334,0-19,IT,MI,D,4,784,6
12/8/14,5643252,20-99,FINANCE,IN,D,4,795.2,7
12/8/14,4697129,100-499,REAL ESTATE,CA,A,6,960,5
12/8/14,6583383,20-99,FINANCE,TX,D,9,790.4,7
12/8/14,6367924,100-499,FINANCE,MI,D,6,790.4,9
12/8/14,2951955,100-499,FINANCE,NC,B,6,495,8
12/8/14,1646443,100-499,HEALTH CARE,PA,A,13,870,8
12/8/14,9599732,20-99,IT,CA,A,8,920,4
12/8/14,4992952,0-19,IT,FL,D,1,792,5
12/8/14,8310457,100-499,RETAIL,MA,D,7,744,9
12/8/14,4085173,20-99,IT,TX,A,7,920,4
12/8/14,1070714,100-499,IT,IL,A,7,940,7
12/9/14,4589966,0-19,IT,VA,D,2,776,7
12/9/14,8336971,20-99,FINANCE,NC,B,6,492,
12/9/14,9795320,20-99,IT,IL,A,4,970,7
12/9/14,1227552,100-499,FINANCE,NY,B,13,492,7
12/9/14,4666738,0-19,IT,MA,A,1,990,4
12/9/14,3448587,0-19,HEALTH CARE,NJ,C,3,582,2
12/9/14,1210535,0-19,IT,CA,A,2,990,8
12/9/14,7449599,0-19,RETAIL,NY,D,1,800,5
12/9/14,3444690,0-19,IT,TX,D,4,776,8
12/9/14,9591348,100-499,HEALTH CARE,IL,A,12,920,5
12/9/14,5736465,0-19,IT,MA,A,2,990,1
12/9/14,7450646,100-499,FINANCE,CO,A,5,994,6
12/9/14,5652891,20-99,IT,NY,A,5,920,6
12/9/14,9414450,100-499,FINANCE,VA,A,5,990,10
12/9/14,6654702,20-99,FINANCE,MD,A,4,996,7
12/9/14,6866734,100-499,IT,NY,A,6,930,8
12/9/14,5117269,0-19,RETAIL,TX,A,4,990,8
12/9/14,9747628,20-99,IT,IN,A,3,990,5
12/9/14,1755156,0-19,RETAIL,GA,A,1,970,2
12/10/14,8387352,0-19,IT,MN,A,2,990,7
12/10/14,4157898,100-499,IT,MD,A,12,900,6
